,ano,nome_regiao,nome_uf,label_cor,label_sexo,ivs_renda_e_trabalho,idhm,prosp_soc,t_analf_15m,t_desocup18m,t_p18m_fundin_informal,espvida,renda_per_capita,mchefe_fmenor,vulner_dia,pea15a17,t_scarteira_18m,t_setorpublico_18m,t_contapropria_18m,t_empregador_18m,t_formal_18m
270,2018,CENTRO-OESTE,Goiás,Branco,Mulher,,0.85,,2.15,5.66,20.19,78.73,1255.36,30789.0,9377.0,4796.0,19.96,15.59,23.02,7.19,65.15
271,2019,CENTRO-OESTE,Goiás,Branco,Mulher,,0.846,,2.31,6.7,19.09,78.31,1098.02,42537.0,7828.0,3033.0,15.9,20.26,25.0,4.73,66.94
272,2020,CENTRO-OESTE,Goiás,Branco,Mulher,,0.826,,1.85,10.56,18.11,76.28,908.17,44036.0,8318.0,1687.0,17.16,22.23,23.71,3.8,69.27
273,2021,CENTRO-OESTE,Goiás,Branco,Mulher,,0.808,,2.91,9.63,19.38,75.06,1056.81,44113.0,11212.0,3014.0,14.37,17.31,31.95,5.3,65.12
274,2022,CENTRO-OESTE,Goiás,Branco,Mulher,,,,,,,,,,,,,,,,
275,2018,CENTRO-OESTE,Mato Grosso,Branco,Mulher,,,,,,,,,,,,,,,,
276,2019,CENTRO-OESTE,Mato Grosso,Branco,Mulher,,,,,,,,,,,,,,,,
277,2020,CENTRO-OESTE,Mato Grosso,Branco,Mulher,,0.855,,0.76,10.88,10.86,77.86,1387.0,18840.0,3170.0,2043.0,28.6,16.98,30.49,4.84,56.14
278,2021,CENTRO-OESTE,Mato Grosso,Branco,Mulher,,,,,,,,,,,,,,,,
279,2022,CENTRO-OESTE,Mato Grosso,Branco,Mulher,,,,,,,,,,,,,,,,
280,2018,NORDESTE,Alagoas,Branco,Mulher,,0.803,,3.94,14.86,20.8,77.57,950.1,9115.0,3432.0,726.0,8.79,19.48,27.02,2.56,76.51
281,2019,NORDESTE,Alagoas,Branco,Mulher,,0.798,,6.44,10.92,25.87,77.16,868.62,9450.0,5973.0,397.0,15.21,17.47,31.62,2.09,61.18
282,2020,NORDESTE,Alagoas,Branco,Mulher,,0.787,,8.99,21.46,25.03,74.75,871.09,10078.0,9157.0,517.0,13.34,27.86,22.46,3.6,66.79
283,2021,NORDESTE,Alagoas,Branco,Mulher,,0.77,,6.76,14.62,23.41,75.36,784.54,19191.0,8388.0,1573.0,19.17,19.11,25.16,4.95,64.3
284,2022,NORDESTE,Alagoas,Branco,Mulher,,0.792,,5.48,14.52,24.75,76.5,864.56,19411.0,8888.0,892.0,25.35,17.96,19.91,5.6,63.1
285,2018,NORDESTE,Bahia,Branco,Mulher,0.302,0.831,Muito Alto,3.93,15.09,18.38,77.52,1390.67,14545.0,14002.0,1294.0,13.88,18.32,31.59,5.75,61.82
286,2019,NORDESTE,Bahia,Branco,Mulher,0.238,0.889,Muito Alto,2.73,14.61,11.26,79.84,1482.09,16414.0,9833.0,4270.0,20.07,9.92,24.49,4.66,61.54
287,2020,NORDESTE,Bahia,Branco,Mulher,0.234,0.844,Muito Alto,1.96,14.61,12.66,78.25,1544.61,23059.0,5267.0,0.0,20.91,14.67,21.22,6.08,69.04
288,2021,NORDESTE,Bahia,Branco,Mulher,,,,,,,,,,,,,,,,
289,2022,NORDESTE,Bahia,Branco,Mulher,,,,,,,,,,,,,,,,
290,2018,NORDESTE,Ceará,Branco,Mulher,0.241,0.819,Muito Alto,5.24,11.19,20.7,76.94,1094.98,48784.0,31116.0,2783.0,22.01,12.97,24.86,5.55,55.4
291,2019,NORDESTE,Ceará,Branco,Mulher,0.209,0.85,Muito Alto,5.11,10.01,18.95,78.22,1239.57,47796.0,27232.0,1738.0,19.06,13.66,27.82,3.38,58.78
292,2020,NORDESTE,Ceará,Branco,Mulher,0.225,0.852,Muito Alto,3.29,11.62,15.88,77.13,1376.1,36807.0,22823.0,2840.0,17.64,22.07,27.16,5.02,60.42
293,2021,NORDESTE,Ceará,Branco,Mulher,0.343,0.797,Alto,4.38,17.4,21.53,74.18,923.49,60022.0,21577.0,3018.0,24.36,14.27,25.09,6.0,52.74
294,2022,NORDESTE,Ceará,Branco,Mulher,0.211,0.829,Muito Alto,3.79,10.04,18.43,77.52,970.93,54371.0,24477.0,3078.0,21.83,15.91,24.84,5.32,61.68
295,2018,NORDESTE,Maranhão,Branco,Mulher,,0.825,,3.88,14.6,15.63,76.73,890.01,12279.0,6770.0,1158.0,15.99,22.42,24.62,3.45,69.44
296,2019,NORDESTE,Maranhão,Branco,Mulher,,0.837,,3.82,13.96,14.11,77.25,796.22,14617.0,8645.0,462.0,21.01,22.98,25.34,4.34,57.64
297,2020,NORDESTE,Maranhão,Branco,Mulher,,0.812,,2.12,15.25,13.68,75.53,657.77,14875.0,7049.0,315.0,20.02,28.71,23.85,2.28,60.61
298,2021,NORDESTE,Maranhão,Branco,Mulher,,0.808,,1.17,17.82,10.68,75.64,713.24,17938.0,6808.0,371.0,18.57,17.16,31.15,2.31,58.24
299,2022,NORDESTE,Maranhão,Branco,Mulher,,0.844,,2.95,12.94,10.7,78.15,1088.34,13935.0,7729.0,227.0,21.39,22.78,21.02,5.95,57.04
300,2018,NORDESTE,Paraíba,Branco,Mulher,,0.816,,5.17,12.64,21.7,76.46,1172.39,13166.0,8577.0,916.0,21.82,22.93,18.57,5.69,64.56
301,2019,NORDESTE,Paraíba,Branco,Mulher,,0.806,,6.13,16.51,24.33,77.29,1146.93,16851.0,5625.0,0.0,19.43,22.52,22.89,6.11,70.14
302,2020,NORDESTE,Paraíba,Branco,Mulher,,0.783,,4.47,20.58,21.27,75.15,879.8,17768.0,7826.0,199.0,27.68,20.76,28.98,2.57,65.41
303,2021,NORDESTE,Paraíba,Branco,Mulher,,0.798,,5.57,17.37,18.2,74.95,932.42,32490.0,12744.0,913.0,23.15,31.83,16.19,3.32,64.68
304,2022,NORDESTE,Paraíba,Branco,Mulher,,,,,,,,,,,,,,,,
305,2018,NORDESTE,Pernambuco,Branco,Mulher,0.31,0.825,Muito Alto,4.17,16.57,20.45,76.82,1010.71,59371.0,12642.0,574.0,18.62,14.93,19.36,5.52,62.62
306,2019,NORDESTE,Pernambuco,Branco,Mulher,0.274,0.841,Muito Alto,4.48,12.23,20.27,78.52,1143.36,47094.0,27008.0,2690.0,17.74,22.16,21.11,3.58,65.4
307,2020,NORDESTE,Pernambuco,Branco,Mulher,0.266,0.82,Muito Alto,2.99,14.07,14.26,74.66,1034.46,51351.0,19288.0,1812.0,13.04,22.08,20.82,6.77,69.08
308,2021,NORDESTE,Pernambuco,Branco,Mulher,0.365,0.794,Muito Alto,4.2,20.13,17.73,74.93,780.02,71798.0,37958.0,1179.0,14.79,14.45,25.8,5.94,67.83
309,2022,NORDESTE,Pernambuco,Branco,Mulher,0.312,0.844,Muito Alto,4.06,16.72,15.52,77.88,946.26,69957.0,24778.0,3565.0,21.44,14.64,23.6,2.27,60.07
310,2018,NORDESTE,Piauí,Branco,Mulher,,0.844,,5.0,7.77,16.8,77.97,1005.77,7188.0,3462.0,189.0,14.8,22.64,20.04,5.68,71.05
311,2019,NORDESTE,Piauí,Branco,Mulher,,0.818,,4.28,12.61,19.33,75.47,1015.25,4528.0,4148.0,0.0,18.08,17.79,25.63,6.03,63.64
312,2020,NORDESTE,Piauí,Branco,Mulher,,0.809,,3.3,18.96,11.44,75.19,806.06,6573.0,3234.0,322.0,20.69,15.9,21.6,6.75,66.08
313,2021,NORDESTE,Piauí,Branco,Mulher,,,,,,,,,,,,,,,,
314,2022,NORDESTE,Piauí,Branco,Mulher,,0.852,,4.06,10.22,15.64,78.75,1228.14,14230.0,3419.0,2029.0,16.3,23.57,17.52,9.92,68.95
315,2018,NORDESTE,Rio Grande do Norte,Branco,Mulher,,0.82,,5.84,11.5,20.53,78.01,1071.84,25038.0,9071.0,2445.0,20.95,25.78,19.75,7.43,63.27
316,2019,NORDESTE,Rio Grande do Norte,Branco,Mulher,,0.836,,4.88,7.98,16.92,78.8,1215.64,22354.0,9944.0,766.0,18.93,21.87,18.13,6.04,68.55
317,2020,NORDESTE,Rio Grande do Norte,Branco,Mulher,,0.825,,3.54,14.53,18.82,76.48,1098.31,27211.0,7614.0,463.0,9.33,22.17,17.69,2.23,81.75
318,2021,NORDESTE,Rio Grande do Norte,Branco,Mulher,,0.801,,2.92,17.01,19.48,75.75,998.72,26398.0,8193.0,0.0,19.73,12.08,23.33,13.89,62.59
319,2022,NORDESTE,Rio Grande do Norte,Branco,Mulher,,0.833,,2.9,11.82,15.49,78.21,1046.75,21124.0,8408.0,2261.0,17.53,26.07,22.6,3.66,65.1
320,2018,NORDESTE,Sergipe,Branco,Mulher,,,,,,,,,,,,,,,,
321,2019,NORDESTE,Sergipe,Branco,Mulher,,,,,,,,,,,,,,,,
322,2020,NORDESTE,Sergipe,Branco,Mulher,,,,,,,,,,,,,,,,
323,2021,NORDESTE,Sergipe,Branco,Mulher,,0.821,,1.89,12.65,17.34,75.5,1202.37,7085.0,4779.0,149.0,11.34,21.32,17.52,7.72,74.77
324,2022,NORDESTE,Sergipe,Branco,Mulher,,0.843,,3.87,12.37,20.42,77.74,1159.6,10156.0,4234.0,0.0,17.71,14.53,26.18,5.48,65.74
325,2018,NORTE,Amapá,Branco,Mulher,,0.811,,4.88,17.76,15.28,75.22,809.45,5094.0,2973.0,641.0,22.46,40.21,15.02,5.0,64.26
326,2019,NORTE,Amapá,Branco,Mulher,,0.799,,4.47,20.99,14.54,76.02,717.54,4900.0,4511.0,153.0,24.18,33.41,21.87,4.02,55.27
327,2020,NORTE,Amapá,Branco,Mulher,,0.764,,5.19,21.13,18.91,74.42,639.13,4801.0,3393.0,262.0,29.34,39.06,13.34,5.04,63.68
328,2021,NORTE,Amapá,Branco,Mulher,,,,,,,,,,,,,,,,
329,2022,NORTE,Amapá,Branco,Mulher,,,,,,,,,,,,,,,,
330,2018,NORTE,Amazonas,Branco,Mulher,,0.829,,1.75,14.98,13.07,76.92,1008.19,16096.0,12512.0,2589.0,15.24,22.63,19.7,3.06,68.33
331,2019,NORTE,Amazonas,Branco,Mulher,,0.819,,1.63,17.56,15.03,76.52,928.16,17431.0,11670.0,862.0,17.52,19.0,25.31,4.47,54.52
332,2020,NORTE,Amazonas,Branco,Mulher,,0.818,,1.79,18.94,11.11,74.77,906.27,20002.0,5160.0,2112.0,15.87,21.93,19.6,8.33,64.61
333,2021,NORTE,Amazonas,Branco,Mulher,,0.801,,0.94,19.87,13.05,75.28,762.96,17906.0,16781.0,2415.0,17.78,18.44,28.1,3.16,56.09
334,2022,NORTE,Amazonas,Branco,Mulher,,0.834,,2.56,11.94,12.15,77.38,894.69,30142.0,13237.0,3231.0,25.74,21.05,22.17,3.72,58.04
335,2018,NORTE,Pará,Branco,Mulher,0.249,0.86,Muito Alto,2.31,15.1,12.85,78.06,1444.72,15199.0,14761.0,1126.0,21.0,16.48,26.96,6.02,53.77
336,2019,NORTE,Pará,Branco,Mulher,0.26,0.819,Muito Alto,4.13,9.82,22.24,77.44,1034.46,12128.0,12661.0,1393.0,21.05,23.32,29.72,5.23,53.21
337,2020,NORTE,Pará,Branco,Mulher,0.216,0.836,Muito Alto,2.88,10.56,21.06,76.31,1008.54,17104.0,10038.0,1614.0,17.8,24.14,31.19,8.04,52.09
338,2021,NORTE,Pará,Branco,Mulher,0.252,0.818,Muito Alto,0.67,14.11,13.87,76.87,1116.59,26894.0,14471.0,474.0,14.28,20.3,29.62,4.31,61.75
339,2022,NORTE,Pará,Branco,Mulher,0.301,0.844,Muito Alto,2.75,14.44,18.86,78.15,1210.76,17498.0,9818.0,1557.0,28.87,16.01,27.43,6.26,43.84
340,2018,SUDESTE,Espírito Santo,Branco,Mulher,,0.866,,2.62,9.09,17.45,79.58,1540.67,23001.0,6958.0,1867.0,17.7,18.71,23.8,6.09,72.3
341,2019,SUDESTE,Espírito Santo,Branco,Mulher,,,,,,,,,,,,,,,,
342,2020,SUDESTE,Espírito Santo,Branco,Mulher,,0.844,,1.87,12.43,15.63,77.28,1318.45,29350.0,4531.0,2284.0,17.56,19.57,25.24,5.14,71.72
343,2021,SUDESTE,Espírito Santo,Branco,Mulher,,0.844,,2.61,12.66,14.55,77.44,1277.51,27909.0,7694.0,2674.0,14.31,15.9,25.79,7.62,71.36
344,2022,SUDESTE,Espírito Santo,Branco,Mulher,,0.852,,1.77,6.57,16.32,79.26,1442.08,32318.0,6432.0,1986.0,19.17,16.87,20.22,4.83,69.62
345,2018,SUDESTE,Minas Gerais,Branco,Mulher,0.233,0.861,Muito Alto,1.89,11.15,16.38,79.25,1577.79,60202.0,16173.0,10030.0,18.56,18.24,18.95,7.2,69.37
346,2019,SUDESTE,Minas Gerais,Branco,Mulher,0.232,0.87,Muito Alto,1.61,11.6,18.97,79.68,1451.17,59491.0,22239.0,12644.0,18.94,15.6,23.24,6.13,66.88
347,2020,SUDESTE,Minas Gerais,Branco,Mulher,0.269,0.853,Muito Alto,1.39,14.64,17.3,77.13,1228.01,68727.0,16513.0,5639.0,16.41,16.9,23.03,5.1,70.79
348,2021,SUDESTE,Minas Gerais,Branco,Mulher,0.259,0.843,Muito Alto,1.77,12.06,16.41,76.86,1333.9,106857.0,31444.0,4118.0,16.14,16.15,18.72,4.88,71.66
349,2022,SUDESTE,Minas Gerais,Branco,Mulher,0.156,0.894,Muito Alto,1.65,6.31,15.02,80.48,1654.49,79951.0,13737.0,6116.0,20.78,21.34,19.06,5.77,69.52
350,2018,SUDESTE,Rio de Janeiro,Branco,Mulher,0.225,0.869,Muito Alto,1.35,13.37,16.48,79.67,1621.69,196169.0,34890.0,7396.0,14.85,18.6,24.13,3.3,69.79
351,2019,SUDESTE,Rio de Janeiro,Branco,Mulher,0.229,0.876,Muito Alto,1.29,14.24,15.62,80.21,1814.49,224418.0,35538.0,6790.0,16.18,17.68,23.92,3.58,66.42
352,2020,SUDESTE,Rio de Janeiro,Branco,Mulher,0.267,0.863,Muito Alto,1.03,16.52,14.6,77.98,1556.04,261914.0,36141.0,3999.0,15.61,18.52,22.26,3.88,69.81
353,2021,SUDESTE,Rio de Janeiro,Branco,Mulher,0.285,0.854,Muito Alto,1.03,18.34,14.03,77.86,1462.59,235360.0,55750.0,4731.0,15.56,18.1,27.17,3.82,67.56
354,2022,SUDESTE,Rio de Janeiro,Branco,Mulher,0.192,0.877,Muito Alto,1.35,11.0,12.73,80.01,1576.42,249363.0,47010.0,7400.0,18.16,18.06,23.78,3.37,66.72
355,2018,SUDESTE,São Paulo,Branco,Mulher,0.226,0.884,Muito Alto,1.42,13.41,17.46,79.77,1809.44,481873.0,88036.0,73888.0,17.76,10.72,19.45,5.36,66.81
356,2019,SUDESTE,São Paulo,Branco,Mulher,0.194,0.887,Muito Alto,1.46,11.53,17.23,79.54,1754.89,558656.0,96494.0,57843.0,17.36,10.94,18.49,3.84,68.08
357,2020,SUDESTE,São Paulo,Branco,Mulher,0.241,0.868,Muito Alto,1.21,14.61,14.76,77.55,1501.89,639948.0,115440.0,28091.0,14.05,10.63,19.58,4.72,71.36
358,2021,SUDESTE,São Paulo,Branco,Mulher,0.247,0.863,Muito Alto,1.41,15.5,14.92,77.5,1478.85,542382.0,102603.0,38417.0,14.2,11.79,20.76,3.63,71.56
359,2022,SUDESTE,São Paulo,Branco,Mulher,0.157,0.883,Muito Alto,2.14,8.33,14.07,80.0,1649.05,565065.0,76122.0,53085.0,17.04,10.29,20.84,3.68,69.54
360,2018,SUL,Paraná,Branco,Mulher,0.183,0.843,Muito Alto,2.71,9.71,21.66,78.23,1391.13,127726.0,15855.0,13814.0,14.12,15.7,18.84,4.46,73.93
361,2019,SUL,Paraná,Branco,Mulher,0.159,0.851,Muito Alto,1.85,8.31,18.42,78.44,1457.01,137744.0,14891.0,8156.0,16.24,16.05,21.26,4.59,70.78
362,2020,SUL,Paraná,Branco,Mulher,0.249,0.83,Muito Alto,1.92,14.66,18.03,75.58,1206.64,153280.0,21254.0,5695.0,12.94,14.36,19.89,5.9,74.87
363,2021,SUL,Paraná,Branco,Mulher,0.197,0.812,Muito Alto,1.53,10.91,17.89,75.95,1083.75,145266.0,32941.0,10842.0,14.97,12.92,24.62,3.48,73.65
364,2022,SUL,Paraná,Branco,Mulher,0.135,0.859,Muito Alto,1.9,6.74,16.21,78.56,1244.13,144957.0,15417.0,12845.0,18.57,16.14,21.2,3.72,70.94
365,2018,SUL,Rio Grande do Sul,Branco,Mulher,0.215,0.839,Muito Alto,1.5,9.87,22.74,79.23,1350.39,155609.0,28427.0,16845.0,16.59,14.23,19.71,4.29,71.51
366,2019,SUL,Rio Grande do Sul,Branco,Mulher,0.187,0.839,Muito Alto,1.47,9.13,20.57,79.41,1395.32,177408.0,22053.0,12481.0,16.23,16.35,22.61,3.44,70.02
367,2020,SUL,Rio Grande do Sul,Branco,Mulher,0.222,0.818,Muito Alto,1.04,11.92,19.31,77.27,1225.96,195723.0,31538.0,11170.0,13.86,17.01,20.44,3.1,74.24
368,2021,SUL,Rio Grande do Sul,Branco,Mulher,0.234,0.819,Muito Alto,1.22,12.76,17.98,77.19,1112.13,200367.0,26792.0,10853.0,14.61,15.65,18.46,4.12,74.99
369,2022,SUL,Rio Grande do Sul,Branco,Mulher,0.178,0.842,Muito Alto,1.47,7.91,20.33,79.27,1317.91,205042.0,23582.0,8556.0,14.94,16.96,18.55,5.14,74.01
370,2018,SUL,Santa Catarina,Branco,Mulher,,,,,,,,,,,,,,,,
371,2019,SUL,Santa Catarina,Branco,Mulher,,,,,,,,,,,,,,,,
372,2020,SUL,Santa Catarina,Branco,Mulher,,0.845,,1.09,8.31,12.34,76.87,1335.64,48823.0,8141.0,874.0,15.03,18.39,20.45,5.31,74.23
373,2021,SUL,Santa Catarina,Branco,Mulher,,,,,,,,,,,,,,,,
374,2022,SUL,Santa Catarina,Branco,Mulher,,,,,,,,,,,,,,,,
375,2018,CENTRO-OESTE,Goiás,Negro,Mulher,,0.794,,3.07,9.23,21.37,76.96,834.59,67487.0,14588.0,8730.0,22.0,17.35,23.09,2.9,62.02
376,2019,CENTRO-OESTE,Goiás,Negro,Mulher,,0.803,,4.04,12.55,22.9,76.92,820.23,97191.0,28699.0,9286.0,19.79,13.83,24.18,3.39,62.36
377,2020,CENTRO-OESTE,Goiás,Negro,Mulher,,0.786,,2.43,16.08,22.57,74.71,729.38,89192.0,21956.0,1631.0,21.14,15.1,21.99,3.15,62.52
378,2021,CENTRO-OESTE,Goiás,Negro,Mulher,,0.776,,3.31,12.85,23.13,74.73,642.13,114359.0,37152.0,6624.0,22.41,16.86,23.43,2.6,61.61
379,2022,CENTRO-OESTE,Goiás,Negro,Mulher,,0.812,,3.92,8.09,22.45,77.45,874.29,102643.0,26481.0,10034.0,22.91,13.6,18.28,2.89,64.36
380,2018,CENTRO-OESTE,Mato Grosso,Negro,Mulher,,0.826,,3.8,10.42,20.15,77.49,952.46,35816.0,7320.0,3407.0,23.58,17.04,19.42,2.4,65.33
381,2019,CENTRO-OESTE,Mato Grosso,Negro,Mulher,,0.805,,3.87,15.24,21.01,76.24,877.0,44552.0,6429.0,4588.0,27.87,17.24,19.31,2.1,63.29
382,2020,CENTRO-OESTE,Mato Grosso,Negro,Mulher,,0.78,,3.03,19.67,19.4,74.69,709.68,46086.0,9051.0,5073.0,22.83,21.21,19.12,2.83,65.8
383,2021,CENTRO-OESTE,Mato Grosso,Negro,Mulher,,0.783,,2.36,16.56,18.57,74.98,638.95,35740.0,20585.0,2937.0,24.88,16.72,21.23,1.64,62.82
384,2022,CENTRO-OESTE,Mato Grosso,Negro,Mulher,,0.803,,4.78,9.12,17.04,76.18,710.79,42744.0,7850.0,6422.0,25.56,15.54,17.68,0.71,65.25
385,2018,NORDESTE,Alagoas,Negro,Mulher,,0.716,,12.04,21.4,38.54,74.31,464.42,41760.0,24033.0,2388.0,24.09,13.16,22.15,2.0,58.57
386,2019,NORDESTE,Alagoas,Negro,Mulher,,0.728,,11.86,16.32,38.53,75.09,511.64,44204.0,26855.0,3599.0,22.8,11.06,23.43,1.86,56.64
387,2020,NORDESTE,Alagoas,Negro,Mulher,,0.721,,8.32,26.59,31.06,73.38,483.67,53130.0,29334.0,2420.0,21.15,16.16,25.55,2.16,59.83
388,2021,NORDESTE,Alagoas,Negro,Mulher,,0.712,,8.46,23.2,29.87,72.73,487.75,52510.0,41286.0,3155.0,26.21,13.8,25.67,2.02,54.67
389,2022,NORDESTE,Alagoas,Negro,Mulher,,0.759,,8.23,14.08,25.91,75.89,559.79,65158.0,25741.0,4435.0,26.0,12.89,26.97,2.34,56.93
390,2018,NORDESTE,Bahia,Negro,Mulher,0.336,0.788,Muito Alto,3.24,18.4,19.55,76.62,783.46,162866.0,105284.0,26889.0,24.5,13.13,24.47,1.72,57.13
391,2019,NORDESTE,Bahia,Negro,Mulher,0.323,0.801,Muito Alto,3.96,17.72,20.58,76.92,826.74,199147.0,116206.0,30082.0,23.08,12.03,25.81,1.31,54.7
392,2020,NORDESTE,Bahia,Negro,Mulher,0.334,0.778,Muito Alto,3.32,29.55,18.16,74.4,681.19,218907.0,79429.0,15437.0,16.31,13.21,29.72,1.23,64.2
393,2021,NORDESTE,Bahia,Negro,Mulher,0.364,0.739,Muito Alto,2.65,31.76,17.18,74.32,520.1,227400.0,105398.0,10668.0,20.48,14.84,20.32,1.35,63.8
394,2022,NORDESTE,Bahia,Negro,Mulher,0.336,0.793,Muito Alto,2.96,18.2,18.33,76.75,671.97,251508.0,105539.0,8493.0,26.54,12.02,22.26,0.79,56.24
395,2018,NORDESTE,Ceará,Negro,Mulher,0.319,0.761,Muito Alto,7.71,13.36,30.05,75.26,591.11,161569.0,99435.0,13563.0,28.07,10.59,27.09,2.4,49.94
396,2019,NORDESTE,Ceará,Negro,Mulher,0.332,0.77,Muito Alto,7.32,14.22,29.3,75.43,623.88,146363.0,89584.0,4938.0,26.39,10.89,26.84,2.33,49.34
397,2020,NORDESTE,Ceará,Negro,Mulher,0.347,0.779,Alto,5.98,18.79,24.99,74.16,634.01,155418.0,55725.0,5807.0,23.73,14.54,27.86,1.41,56.12
398,2021,NORDESTE,Ceará,Negro,Mulher,0.364,0.771,Alto,5.31,21.18,24.93,74.02,563.16,187734.0,81990.0,6261.0,25.26,11.41,25.13,1.42,52.18
399,2022,NORDESTE,Ceará,Negro,Mulher,0.293,0.765,Muito Alto,6.59,8.74,28.01,75.64,518.21,196077.0,91071.0,5442.0,28.73,9.98,29.94,1.54,49.0
400,2018,NORDESTE,Maranhão,Negro,Mulher,,0.773,,4.58,22.65,21.42,75.27,507.77,64792.0,40042.0,2665.0,25.28,19.55,25.99,1.15,49.97
401,2019,NORDESTE,Maranhão,Negro,Mulher,,0.78,,5.06,22.62,21.14,75.19,520.89,75496.0,39718.0,3181.0,30.98,16.82,24.83,2.01,48.33
402,2020,NORDESTE,Maranhão,Negro,Mulher,,0.76,,3.65,20.26,17.37,73.2,467.18,80298.0,49856.0,272.0,27.42,15.05,30.65,1.16,44.71
403,2021,NORDESTE,Maranhão,Negro,Mulher,,0.757,,4.69,26.95,19.84,74.07,423.88,94719.0,49628.0,6700.0,24.88,16.44,32.82,2.15,49.66
404,2022,NORDESTE,Maranhão,Negro,Mulher,,0.789,,3.26,16.22,16.7,76.6,557.95,85232.0,36531.0,3885.0,27.48,17.56,25.59,1.24,52.12
405,2018,NORDESTE,Paraíba,Negro,Mulher,,0.759,,11.02,15.21,32.37,75.13,670.56,43373.0,22821.0,5137.0,26.81,22.28,20.73,2.18,62.28
406,2019,NORDESTE,Paraíba,Negro,Mulher,,0.755,,10.21,14.4,34.09,75.4,675.72,53631.0,29108.0,2301.0,27.76,22.13,25.38,2.59,53.37
407,2020,NORDESTE,Paraíba,Negro,Mulher,,0.742,,8.66,19.76,29.23,73.79,551.06,49587.0,17652.0,3130.0,24.59,26.64,24.74,2.41,65.05
408,2021,NORDESTE,Paraíba,Negro,Mulher,,0.697,,8.18,28.68,30.79,71.51,478.66,57099.0,23476.0,2135.0,23.28,22.35,25.46,1.09,63.14
409,2022,NORDESTE,Paraíba,Negro,Mulher,,0.772,,8.22,15.42,30.7,75.63,647.63,57335.0,25213.0,1191.0,30.79,21.98,22.73,1.86,57.97
410,2018,NORDESTE,Pernambuco,Negro,Mulher,0.418,0.767,Alto,7.46,21.65,29.51,75.17,567.26,139008.0,77042.0,5146.0,23.9,15.4,21.65,1.12,59.67
411,2019,NORDESTE,Pernambuco,Negro,Mulher,0.404,0.761,Alto,8.01,23.37,27.99,73.79,607.22,151404.0,91917.0,5877.0,24.63,12.2,25.63,2.06,50.69
412,2020,NORDESTE,Pernambuco,Negro,Mulher,0.39,0.75,Alto,4.6,23.63,23.59,73.39,476.32,162024.0,93311.0,5367.0,18.14,10.4,26.04,1.59,58.09
413,2021,NORDESTE,Pernambuco,Negro,Mulher,0.441,0.738,Alto,6.23,26.69,24.74,73.33,435.44,183948.0,110085.0,3458.0,24.57,12.95,28.24,1.43,51.95
414,2022,NORDESTE,Pernambuco,Negro,Mulher,0.37,0.771,Alto,7.13,21.59,25.72,75.27,553.68,172146.0,73122.0,9332.0,27.21,12.59,22.34,2.48,55.15
415,2018,NORDESTE,Piauí,Negro,Mulher,,0.761,,9.04,14.13,31.46,74.83,603.76,44371.0,33391.0,2191.0,22.86,17.5,28.86,2.38,53.13
416,2019,NORDESTE,Piauí,Negro,Mulher,,0.775,,9.94,14.93,31.23,74.82,617.53,47555.0,29716.0,1730.0,26.37,17.96,29.22,2.86,51.57
417,2020,NORDESTE,Piauí,Negro,Mulher,,0.762,,8.46,22.62,28.82,73.01,521.51,46838.0,16700.0,2921.0,21.34,19.7,23.29,3.15,61.79
418,2021,NORDESTE,Piauí,Negro,Mulher,,0.751,,7.59,16.16,29.23,74.48,510.79,45858.0,37971.0,847.0,23.46,16.51,27.29,1.85,53.34
419,2022,NORDESTE,Piauí,Negro,Mulher,,0.812,,7.93,12.78,24.1,76.73,771.84,41690.0,18522.0,2832.0,32.08,19.83,24.07,3.64,53.02
420,2018,NORDESTE,Rio Grande do Norte,Negro,Mulher,,0.756,,9.05,16.17,31.75,75.51,699.95,49101.0,26616.0,3019.0,25.56,21.85,21.25,4.43,59.8
421,2019,NORDESTE,Rio Grande do Norte,Negro,Mulher,,0.764,,8.5,16.89,30.62,76.08,792.56,59803.0,35220.0,4463.0,20.79,13.58,26.96,3.25,58.66
422,2020,NORDESTE,Rio Grande do Norte,Negro,Mulher,,0.766,,7.52,19.58,26.68,74.39,714.36,59171.0,21228.0,1010.0,20.72,13.55,26.05,5.6,57.69
423,2021,NORDESTE,Rio Grande do Norte,Negro,Mulher,,0.73,,8.18,20.5,28.85,74.4,602.96,57932.0,32072.0,3520.0,23.75,15.16,15.62,12.56,52.22
424,2022,NORDESTE,Rio Grande do Norte,Negro,Mulher,,0.756,,6.62,13.32,25.47,75.76,667.19,65068.0,30707.0,1536.0,22.52,14.88,22.89,1.91,55.77
425,2018,NORDESTE,Sergipe,Negro,Mulher,,0.773,,5.72,18.18,24.93,75.87,759.53,47247.0,18322.0,1262.0,17.76,17.73,20.33,1.97,69.67
426,2019,NORDESTE,Sergipe,Negro,Mulher,,0.771,,5.83,22.0,25.46,76.05,715.73,54989.0,28983.0,4115.0,23.8,16.01,22.43,3.35,57.47
427,2020,NORDESTE,Sergipe,Negro,Mulher,,0.764,,4.08,24.16,20.08,74.48,653.94,57934.0,19894.0,1508.0,19.96,15.74,18.44,4.04,66.55
428,2021,NORDESTE,Sergipe,Negro,Mulher,,0.743,,4.64,30.63,21.94,73.76,548.64,60857.0,30409.0,4148.0,18.68,17.18,30.76,1.75,55.42
